transaction_id,card_id,transaction_date,amount,merchant,category_id,transaction_type,description
1309,6,20-08-2023,288.88,"Walker, Armstrong and Patterson",10,Credit,Anyone fact meet use per fish hot.
1310,1,11-05-2023,64.83,"Sanders, Brown and Schroeder",1,Credit,Choose central laugh economy win.
1311,1,12-12-2022,453.27,Graves-Flores,4,Debit,Speech floor memory study perform system.
1312,3,09-08-2023,442.97,York Inc,3,Debit,Movement throw later radio.
1313,3,04-12-2022,238.18,Best Ltd,9,Debit,Interesting office call turn send.
1314,6,15-12-2022,66.91,Mcdonald-Wilson,7,Debit,Whether between simple fine.
1315,3,16-03-2023,6.41,Williams and Sons,6,Debit,Analysis assume husband sport actually trip rest.
1316,3,24-06-2023,495.78,Copeland-Smith,2,Credit,Site message eye suggest really computer food prepare.
1317,2,28-01-2023,471.13,"Martinez, Mcconnell and Green",1,Credit,Sound agreement what scientist direction.
1318,4,21-11-2023,174.82,Hammond-Thomas,7,Credit,Myself surface director improve.
1319,1,24-05-2023,358.18,Ferguson-Ortiz,3,Credit,Boy artist brother in.
1320,4,25-12-2022,433.99,Ford LLC,5,Credit,Culture marriage image business tell by series floor.
1321,2,17-06-2023,188.43,Hubbard Inc,6,Credit,Cost evidence help model street.
1322,6,28-11-2023,153.06,Christian-Thompson,6,Credit,Give choice task responsibility.
1323,2,28-11-2023,56.42,"Preston, Lowe and Thornton",3,Debit,Alone account think crime.
1324,1,25-02-2023,244.28,Hall-Miller,3,Credit,Reduce floor plan.
1325,6,01-05-2023,260.21,Velasquez-Smith,7,Debit,Yourself minute teacher bed.
1326,5,23-02-2023,88.89,Richmond LLC,8,Credit,Low investment strategy over head here here.
1327,2,31-08-2023,495.9,Flores-Soto,3,Debit,Discover feeling culture student idea part.
1328,5,20-03-2023,349.64,"Park, Higgins and Miller",5,Debit,Deep argue number many interesting itself catch wind.
1329,3,11-08-2023,434.4,"Clayton, Norris and Jenkins",3,Credit,Network home fire early.
1330,4,17-10-2023,213.09,Brown PLC,3,Credit,Guess address fight red where civil others.
1331,6,13-06-2023,455.29,Flores and Sons,5,Credit,Space plant specific skin religious some.
1332,1,23-10-2023,10.1,"Hernandez, Glover and Roth",5,Debit,Start response media thing.
1333,2,18-02-2023,197.95,"Juarez, Curtis and Austin",6,Credit,Place guess bit staff others training check.
1334,5,06-10-2023,266.06,Parks and Sons,1,Debit,Suddenly full boy program thought technology against bar.
1335,4,16-10-2023,411.05,Johnson Inc,9,Debit,Indeed north fine issue about art four few.
1336,1,08-10-2023,328.22,Escobar and Sons,3,Debit,Apply front else view prove field ability.
1337,5,24-11-2023,387.89,Gomez-Thornton,1,Debit,Forget alone wall next west.
1338,6,27-03-2023,82.22,Griffin PLC,5,Debit,Fund herself worry.
1339,2,09-05-2023,391.8,Henry and Sons,6,Credit,Democratic picture live hair.
1340,3,04-02-2023,317.78,Martinez-Myers,9,Debit,Gas meeting southern manage letter.
1341,3,26-03-2023,44.73,Shaw PLC,8,Debit,Indicate each husband son good.
1342,5,23-09-2023,356.04,Herrera-Johnson,7,Credit,Kid message dinner new lead.
1343,3,16-08-2023,70.01,"Knight, Smith and Richardson",10,Credit,Cultural some sport daughter rate.
1344,2,20-02-2023,240.76,Strickland-Long,2,Debit,Each simply history within.
1345,6,22-02-2023,260.75,Osborne-Hernandez,2,Debit,Go kind physical blue explain almost suddenly.
1346,1,26-09-2023,35.34,Lee Ltd,8,Credit,Television degree modern way phone agreement tax.
1347,2,07-05-2023,130.58,Powell-Rivera,6,Credit,Data at culture foreign something home.
1348,6,28-10-2023,134.28,Mills-Bauer,1,Credit,Others glass form order politics everything.
1349,1,05-05-2023,305.32,Morris-Perry,5,Debit,Near around partner threat.
1350,3,07-11-2023,223.23,Hughes and Sons,6,Credit,Hospital name tonight have conference at program.
1351,5,15-02-2023,224.08,Reed Inc,5,Debit,See decade mean.
1352,3,21-05-2023,90.82,Miller-Reid,2,Debit,Leg step summer above any.
1353,6,25-02-2023,128.42,Williams-Anderson,10,Credit,Occur seek might evidence still network.
1354,4,21-02-2023,265.52,Morton-West,4,Credit,Church doctor do people.
1355,3,16-05-2023,134.95,"Williams, Rogers and Haley",8,Credit,Rate according job build several area.
1356,6,25-02-2023,306.21,Martinez-Smith,3,Credit,Best identify again.
1357,5,07-12-2022,369.99,"Stanley, Campbell and Odom",10,Debit,General nearly game ahead sit effort.
1358,5,19-07-2023,129.18,Jenkins Ltd,8,Credit,Attention guess then from born.
1359,1,17-10-2023,98.87,"Garrett, Gonzalez and Lopez",8,Debit,Market hair worry.
1360,4,05-03-2023,7.36,Rogers-Johnson,5,Debit,Beautiful PM character senior level take near.
1361,4,26-06-2023,306.46,Dennis LLC,9,Credit,Dark then pressure interesting.
1362,5,07-02-2023,52.49,Weber Group,3,Credit,Memory student benefit establish avoid.
1363,4,20-09-2023,416.48,"Lewis, Ramirez and Hays",3,Debit,Attack check eat know.
1364,5,01-07-2023,15.43,Cook-Walker,3,Debit,Manager result kid strategy within spend.
1365,5,26-02-2023,456.75,"Wright, Arellano and Williams",8,Credit,Approach PM born science number care race.
1366,2,14-06-2023,323.79,Ellis-Chambers,9,Debit,Current thank authority executive specific food.
1367,4,16-04-2023,321.88,Davis Ltd,9,Debit,Back spend treatment modern clearly around.
1368,3,07-03-2023,192.06,"Smith, Gomez and Bishop",4,Debit,Their experience produce fast serve after again.
1369,6,17-12-2022,310.72,"Hall, Sanchez and Brown",1,Debit,Thank start worry.
1370,1,28-08-2023,475.61,"Waller, Hill and Berger",10,Debit,Teacher music sort to fine standard discuss.
1371,6,28-04-2023,218.61,Hopkins-Munoz,3,Debit,Imagine word claim become decision.
1372,5,04-03-2023,127.07,Morris-Perez,5,Debit,Collection there interesting seem game quality.
1373,5,20-05-2023,29.9,Wells Ltd,2,Credit,Member PM do.
1374,4,14-05-2023,310.39,"Adams, Stewart and Hoffman",7,Credit,Partner decade accept animal painting now prepare.
1375,3,27-01-2023,115.7,Brown PLC,6,Debit,Player fill her hope.
1376,4,13-08-2023,339.53,Frazier and Sons,3,Debit,Whatever everybody evening receive join.
1377,2,06-06-2023,6.51,Hunter PLC,7,Credit,Such yes week vote son song first.
1378,3,13-09-2023,219.66,Stewart Ltd,4,Debit,Population can majority together tax statement coach tell.
1379,4,16-11-2023,86.59,"Deleon, Allen and Roberson",9,Credit,Real moment walk form southern often.
1380,5,24-04-2023,241.63,Cordova and Sons,7,Debit,Agency people level true.
1381,2,12-11-2023,182.11,"Smith, Robertson and Malone",1,Credit,Name require nearly travel social.
1382,3,27-12-2022,293.76,"Yoder, Jimenez and Gardner",2,Credit,Last strategy dog cup low.
1383,1,16-08-2023,486.13,"Ewing, Sandoval and Elliott",10,Debit,Speech participant need.
1384,6,04-03-2023,259.04,"Sanchez, Kirk and Jones",3,Credit,Owner job somebody fear add tree.
1385,2,25-01-2023,290.58,Harmon-Williams,5,Credit,Stuff middle company close suggest let federal.
1386,2,15-03-2023,251.92,Riley-Frank,1,Debit,The few beautiful truth boy line.
1387,1,25-04-2023,156.89,Williams Group,1,Credit,Account six kind local door.
1388,4,22-01-2023,243.75,"Huffman, Watson and Johnston",5,Debit,Walk hot state sure.
1389,3,03-05-2023,296.93,"Jackson, Hogan and Lopez",5,Credit,Mrs step over involve little seek.
1390,1,23-11-2023,319.17,"Anderson, Bryant and Anderson",7,Credit,National party plant where certain.
1391,2,07-08-2023,217.35,Adams PLC,9,Debit,Coach watch information detail money assume easy dark.
1392,2,19-06-2023,149.95,"Wade, Hudson and Rodriguez",8,Credit,Produce role appear.
1393,2,14-12-2022,236.7,"Johnson, Williams and Barnett",2,Debit,Media culture move sure.
1394,1,27-11-2023,230.01,"Ashley, Mathews and Herring",4,Debit,Others include modern painting parent be attack.
1395,2,26-06-2023,413.97,"Mckinney, Munoz and Turner",7,Debit,Indicate class newspaper visit white itself woman.
1396,2,31-05-2023,416.28,"Perez, Blackwell and Turner",3,Debit,Fill car throughout agree system feel town.
1397,5,24-11-2023,19.6,Robinson-Gutierrez,1,Credit,Son per somebody year design.
1398,3,13-08-2023,11.69,Mayer Group,8,Debit,Same effect positive picture century discover democratic weight.
1399,2,29-03-2023,79.44,"Gonzalez, Vargas and Goodwin",10,Debit,Assume page operation.
1400,4,03-09-2023,72.31,Davis Inc,6,Debit,Minute attorney myself world cost.
1401,3,12-12-2022,242.32,Castillo-Cisneros,2,Debit,Kitchen probably range trouble style wind bed.
1402,1,14-07-2023,287.22,Kelley-Alvarez,5,Debit,Bill theory adult fight admit Congress.
1403,1,31-05-2023,413.52,Burke-Small,9,Debit,Federal eight ground energy least enough.
1404,5,22-06-2023,426.62,"Jordan, Brown and Smith",3,Credit,Edge machine listen former thought.
1405,4,18-05-2023,431.85,"Cortez, Brewer and Weber",9,Credit,Prevent upon instead huge health.
1406,3,11-04-2023,404.15,"Jensen, Stewart and Allen",5,Debit,Beat sing although anything bed pay whether.
1407,3,21-03-2023,18.38,"Thompson, Wilson and Barajas",4,Credit,Area drop start lawyer six.
1408,4,05-09-2023,496.96,Valdez Ltd,5,Credit,Before personal alone five.
1409,3,11-06-2023,145.6,Ruiz PLC,10,Debit,Evening dream score where argue.
1410,2,23-01-2023,238.55,"Banks, Pope and Thornton",4,Credit,Box say doctor hospital.
1411,1,15-08-2023,42.78,Dalton and Sons,2,Debit,Response religious next television.
1412,5,14-08-2023,212.96,Wood Ltd,6,Credit,Able dark she plant late.
1413,2,11-06-2023,215.17,"Edwards, Smith and Williams",4,Credit,Form result get few.
1414,6,24-07-2023,431.75,Ortega Group,6,Debit,Interesting check go series enough memory.
1415,2,11-02-2023,38.07,Cannon-Morales,1,Debit,My boy mean season cup democratic teacher bill.
1416,1,01-04-2023,265.16,Haas PLC,2,Credit,Oil single finish student.
1417,1,24-09-2023,238.87,"Taylor, Anderson and Curry",6,Credit,How family specific yes energy mouth themselves although.
1418,4,12-02-2023,496.14,"Contreras, Ward and Robinson",10,Debit,Soon beat father television continue.
1419,1,13-08-2023,121.48,"Miller, Mitchell and Davis",10,Debit,Authority address first cut choice defense.
1420,4,26-08-2023,371.6,"Douglas, Anderson and Baker",2,Credit,Second speech total all.
1421,6,22-01-2023,126.88,Kennedy-Lopez,2,Credit,Air stand to expert there across against.
1422,5,04-11-2023,414.79,"Miller, Simmons and Bell",8,Debit,Despite respond type free point else space.
1423,2,13-04-2023,98.41,Snyder Ltd,2,Credit,Control spend amount executive while animal responsibility.
1424,4,12-03-2023,382.33,"Keith, Reed and Cordova",7,Debit,Interview individual require movie society single.
1425,5,29-12-2022,127.45,Perez-Schultz,7,Debit,Someone off lose.
1426,1,25-12-2022,483.01,Vega-Barnes,8,Credit,Local forget word people treatment until be.
1427,2,06-12-2022,425.41,"Quinn, Crawford and Bennett",3,Debit,Into Democrat fire lose trip.
1428,1,19-02-2023,316.17,"Smith, Johnson and Kelly",3,Debit,Mouth north want build number difficult.
1429,6,03-08-2023,114.01,Crosby PLC,1,Debit,Fly simply history generation too success as.
1430,4,20-08-2023,71.74,"Williamson, Jordan and Bell",2,Credit,Law room soon animal realize so.
1431,3,06-03-2023,384.57,Burgess Ltd,1,Credit,Week page point deal.
1432,1,28-06-2023,82.48,"Lewis, Pham and Little",5,Debit,Home hear fish actually wait.
1433,5,11-02-2023,364.5,Clayton PLC,7,Credit,Buy surface money man.
1434,6,15-11-2023,78.25,Martin PLC,7,Debit,Skin though join manage age.
1435,2,25-03-2023,491.1,Massey Group,6,Debit,Through man threat stop first.
1436,2,27-08-2023,422.77,"Dunn, Riley and Wallace",5,Debit,Population though back final establish.
1437,3,09-04-2023,100.88,Lee Inc,7,Credit,Operation recent indeed.
1438,4,26-12-2022,458.54,Coleman and Sons,7,Credit,Once girl girl responsibility.
1439,6,19-03-2023,37.1,Jones-Shelton,8,Credit,Gas social stage today light truth produce together.
1440,6,08-12-2022,401.74,Ruiz Ltd,10,Debit,Lay administration north fire development.
1441,2,08-01-2023,152.34,Phillips-Smith,4,Credit,Determine hard performance stay necessary.
1442,4,30-11-2023,230.35,Jenkins PLC,6,Credit,Red president anyone.
1443,4,15-12-2022,236.37,"Pineda, Hurst and Green",3,Credit,Last over field through never surface.
1444,6,12-10-2023,467.61,"Ramos, Rogers and Carter",9,Credit,Agency have skin agency different official.
1445,1,08-07-2023,7.84,Ramos Ltd,10,Debit,Change two woman.
1446,4,26-01-2023,346.19,Jackson LLC,3,Debit,Protect able box already use these result worker.
1447,3,02-12-2022,444.89,Barrett and Sons,2,Debit,Guess source ready.
1448,3,02-06-2023,305.45,Harris-Beltran,7,Credit,Yet husband decision.
1449,3,30-03-2023,81.21,Robinson and Sons,8,Debit,Impact everybody describe hope newspaper argue.
1450,4,30-09-2023,260.08,Alexander-Jordan,8,Debit,Open beautiful camera ahead.
1451,3,31-08-2023,224.71,Nelson-Gardner,5,Debit,Act fly tax theory.
1452,1,06-09-2023,83.73,"Reyes, Wood and Johnston",6,Credit,Pattern gas science build sort carry arm.
1453,6,26-06-2023,64.73,Archer LLC,10,Debit,Read learn like not.
1454,6,12-06-2023,278.27,"Sims, White and Harrell",2,Credit,Cup study child trouble tax those.
1455,1,18-03-2023,340.04,Norris-Martin,7,Credit,Rate reflect ten through artist or.
1456,3,08-04-2023,401.66,"Graves, Moss and Lewis",4,Debit,Art job shoulder sometimes newspaper structure seat.
1457,2,28-04-2023,268.81,Woods-Watkins,1,Credit,Across police idea project without hand.
1458,1,05-10-2023,147.72,"Mcclure, Lynn and Obrien",7,Credit,Conference yeah develop after class hold.
1459,2,02-11-2023,380.39,Stewart Inc,9,Debit,Those power begin across bring anyone.
1460,6,28-12-2022,348.73,Salazar-Gutierrez,10,Debit,Product production again family board these media scientist.
1461,1,31-08-2023,372.75,"Obrien, Madden and Robles",10,Debit,Half year tax despite.
1462,6,15-02-2023,471.71,Pollard Inc,6,Debit,Respond might administration strong.
1463,6,20-05-2023,25.87,"Thomas, Johnson and Lewis",5,Credit,Kind artist edge we find.
1464,6,21-02-2023,33.61,Hayden PLC,4,Debit,Window run major possible short street room.
1465,1,23-04-2023,79.06,Houston-Miller,1,Debit,Receive window seek mission.
1466,1,08-08-2023,18.05,Herrera-Duran,8,Debit,End century last result.
1467,1,11-04-2023,442.63,Ortiz LLC,2,Credit,Cover scene help investment large.
1468,2,11-04-2023,120.87,"Murphy, Garza and Barton",5,Credit,Represent simply ask bag once international.
1469,1,14-10-2023,215.27,"Ross, Delgado and Jennings",3,Debit,Many minute kind war just including since.
1470,2,27-10-2023,376.18,King Group,4,Debit,Morning free focus seek trip herself.
1471,6,30-03-2023,499.88,Franklin Ltd,9,Debit,Security remember simple career.
1472,1,30-12-2022,269.75,Patel Ltd,7,Credit,Finish feel face really.
1473,1,15-05-2023,36.81,Grant Inc,9,Credit,Produce computer exist push.
1474,6,12-03-2023,116.67,"Perez, Hamilton and Patterson",4,Credit,Into include hair protect trouble black.
1475,1,27-04-2023,121.4,"Molina, Jones and Shaffer",6,Credit,Night support decision trip catch space rule western.
1476,2,06-10-2023,345.21,Burnett Ltd,4,Debit,Seem per win natural commercial hard apply happy.
1477,6,26-06-2023,232.53,"Lewis, Warren and Conley",2,Debit,Sell court after talk.
1478,6,09-08-2023,275.93,Dunlap-Thomas,8,Credit,Short simply suggest yard dark.
1479,3,24-03-2023,80.65,Vasquez LLC,3,Debit,Break beyond career price cup include compare.
1480,6,14-06-2023,206.74,Marks and Sons,9,Credit,Give and early wall.
1481,5,26-06-2023,55.36,Patel Ltd,4,Debit,She now civil indicate kid a.
1482,4,05-11-2023,351.48,Cordova-Fisher,7,Debit,Especially answer message since nice community.
1483,1,03-02-2023,98.58,Miller Ltd,9,Debit,School defense nation food beautiful board.
1484,6,06-06-2023,10.98,Huffman-Odonnell,10,Credit,Maintain consider address year.
1485,3,02-06-2023,156.54,Levine-Nguyen,6,Credit,Simply respond Mr support information home than report.
1486,3,26-06-2023,71.14,Mcguire and Sons,10,Credit,Ready necessary into evidence particularly answer age.
1487,5,23-05-2023,465.17,"Williams, Miller and Green",5,Credit,Single author better scene good really.
1488,6,08-03-2023,251.8,"Simpson, Lucas and Thompson",2,Debit,Get to despite cut determine indicate.
1489,1,10-03-2023,236.06,Bradford-Franklin,4,Debit,Check system agree glass.
1490,2,25-05-2023,23.12,Farmer-Perez,7,Credit,City off whom send hold learn move.
1491,3,10-11-2023,280.18,Clark Group,9,Debit,Official experience much head child collection bag push.
1492,4,02-06-2023,455.27,Miller-Schneider,10,Debit,Director truth key Democrat away adult.
1493,5,27-12-2022,308.31,James LLC,2,Credit,Expert sort gun blood professor.
1494,6,17-02-2023,233.2,Turner Group,4,Credit,Suggest spring reveal month read rest.
1495,4,17-05-2023,299.42,Cook-Johnson,5,Debit,Food major three understand material.
1496,1,14-09-2023,119.69,"Pratt, Kirk and Lane",1,Credit,Behind they serious mention.
1497,3,25-05-2023,159.79,Skinner-Grimes,2,Credit,Perform seven may red can reflect every.
1498,4,14-03-2023,153.9,"Miller, Gill and Perry",8,Credit,End school their surface education wonder idea.
1499,1,09-05-2023,65.23,"Elliott, Mendoza and Duarte",10,Credit,Now piece another official say gun.
1500,3,05-01-2023,384.33,Cross-Thompson,3,Credit,Maintain on must specific.
1501,2,21-07-2023,131.21,Holland and Sons,5,Debit,Office art reason those wear interesting.
1502,6,13-03-2023,120.3,Davidson-Jensen,10,Credit,Piece still stop carry.
1503,4,12-09-2023,425.51,"Wise, Ford and Diaz",10,Credit,Film chair about strategy politics itself throughout.
1504,2,27-09-2023,233.66,"Moore, Soto and Schroeder",8,Debit,Line top less require cause state be special.
1505,2,31-03-2023,496.35,Haynes Inc,6,Debit,Lay sister point inside term others.
1506,5,03-12-2022,182.95,Morales LLC,4,Credit,Feeling all finish course movement low say me.
1507,4,03-02-2023,99.78,"Gordon, Pena and Brown",10,Credit,Travel raise rock thousand figure technology thousand.
1508,3,18-05-2023,110.36,Castro-Powell,3,Debit,Only color ok necessary for happy.
1509,1,16-10-2023,471.37,"Bradford, Morgan and Williams",10,Credit,Test feeling president tonight trip carry issue.
1510,1,07-06-2023,484.65,Carter-Holt,6,Credit,See when anything yeah culture value they.
1511,1,30-08-2023,276.2,Hart Inc,9,Debit,Magazine law box require well.
1512,1,11-03-2023,75.06,Larsen LLC,2,Credit,Family word cell.
1513,6,31-05-2023,382.77,Dunn-Mckinney,1,Debit,Perhaps material each forward will agreement everyone act.
1514,5,27-03-2023,405.68,Sutton Group,1,Credit,Manager foreign peace speak bad month movie politics.
1515,6,01-08-2023,341.88,Paul LLC,10,Debit,Range series fast travel result else.
1516,4,20-07-2023,22.23,"Miller, Oconnor and Lozano",9,Credit,Happy game film structure power.
1517,6,09-07-2023,351.29,Morse-Mitchell,9,Credit,College factor others wrong.
1518,1,21-09-2023,499.66,"Farmer, Ponce and Harris",10,Debit,Play reach million foot research pass.
1519,3,24-03-2023,103.82,Haas-Taylor,5,Debit,Rate feeling son response issue fine pay.
1520,3,12-03-2023,39.78,Phillips-Ramos,7,Credit,Short maybe kitchen.
1521,5,09-11-2023,190.61,Miller-Smith,10,Credit,Commercial activity say court.
1522,1,27-12-2022,225.58,Martinez-Peterson,8,Debit,Will smile its let best.
1523,2,27-01-2023,32.09,"Walker, Johnson and Watkins",10,Credit,All yes woman book put treat month.
1524,5,17-06-2023,144.08,"Miller, Gonzalez and Harris",8,Debit,Sing pay discuss agreement seat charge.
1525,4,02-05-2023,171.4,Wilson-Gray,2,Credit,Hot window know hospital certainly.
1526,4,15-09-2023,153.1,"Woodard, Sims and Harrison",10,Debit,Player any TV career chair shoulder.
1527,2,29-08-2023,450.91,"Johnson, Young and Miller",5,Credit,Former nor last ahead special pay feel.
1528,2,06-09-2023,366.57,Hernandez and Sons,6,Credit,Sing receive finish whether all soon.
1529,1,06-05-2023,445.66,Williams-Wang,5,Credit,All specific may myself.
1530,6,27-12-2022,177.48,Cohen PLC,6,Debit,Certain record method player interest.
1531,2,26-03-2023,387.73,Miller Ltd,1,Debit,Blue ten senior away either ask.
1532,1,14-11-2023,58.42,Rogers Group,3,Debit,Firm her actually garden.
1533,3,12-07-2023,41.59,Moran Group,4,Debit,Force phone which hospital.
1534,1,11-08-2023,215.39,"Gonzalez, Hubbard and Quinn",6,Credit,Choose baby movement individual design high.
1535,2,25-07-2023,464.13,Villanueva PLC,10,Debit,Computer by similar professor difference such.
1536,4,03-06-2023,147.7,"Hughes, Friedman and Good",7,Debit,College wait sign.
1537,4,27-06-2023,310.97,Johnson-Hudson,5,Credit,Major action foot popular catch the.
1538,4,29-03-2023,427.88,"Newton, Chen and Farmer",1,Debit,Occur country charge guy.
1539,3,14-06-2023,25.81,"Gregory, Gutierrez and Melton",1,Credit,Since member trouble who let heavy good.
1540,5,17-02-2023,491.16,Wallace-Stewart,10,Credit,Involve television century oil dark loss rule.
1541,3,19-08-2023,481.19,Reed Ltd,6,Credit,Process such sit step center movement certainly.
1542,6,05-08-2023,337.35,Cook-Campbell,8,Credit,Sign less physical eight.
1543,2,08-11-2023,495.6,Summers Group,1,Credit,Walk station paper moment strategy manager quality.
1544,5,29-05-2023,37.93,Shaw and Sons,7,Debit,Show marriage culture baby ever radio enjoy.
1545,3,19-12-2022,16.51,"Ortiz, Thompson and Jones",4,Credit,Own plan live though magazine.
1546,3,22-05-2023,273.88,"Ellis, Walker and Benson",9,Debit,It moment contain my friend live international.
1547,2,20-10-2023,20.55,"Baker, Anderson and Smith",6,Credit,Sign another despite.
1548,2,30-12-2022,71.67,Cunningham-Combs,3,Debit,Probably education particularly statement.
1549,3,26-11-2023,399.66,"Duran, Mcpherson and Lewis",6,Debit,Similar president recognize tell national opportunity describe.
1550,6,16-12-2022,63.04,Walker PLC,7,Debit,Tough approach Mr look state front.
1551,3,14-07-2023,101.21,"Burke, Miller and Blackwell",2,Credit,Describe me entire wide.
1552,6,23-05-2023,477.0,Black-Osborne,4,Debit,Run continue goal particularly lead modern staff.
1553,1,12-03-2023,457.66,"Webb, Williams and Mcgee",1,Debit,Man seek computer change offer create.
1554,5,13-07-2023,279.06,Arnold-Barnett,1,Debit,Soon oil first above forget foot late.
1555,4,27-09-2023,347.31,"Gallegos, Morrison and Campos",8,Debit,Half everything end.
1556,3,08-11-2023,315.77,"Sanders, Lee and Dillon",10,Debit,Seat stage issue baby develop dog central.
1557,5,28-05-2023,125.09,Oneal-Burns,5,Credit,Performance plan information bad cold.
1558,1,25-10-2023,416.34,Carter-Mason,10,Credit,Letter sing clearly.
1559,3,26-11-2023,483.01,Jackson-Moyer,6,Debit,Work process happen order item seven nature.
1560,5,28-11-2023,23.0,"Hudson, Murray and Boone",8,Credit,Choice section them teacher program per.
1561,2,07-02-2023,366.25,Roberts Group,4,Debit,Ten chair set.
1562,1,11-02-2023,348.93,"Anderson, Giles and Collins",2,Debit,Measure senior middle.
1563,6,19-08-2023,217.15,Mckenzie-Savage,4,Debit,Leader rest because course staff success move.
1564,3,12-03-2023,34.27,"Thomas, Brown and James",9,Credit,Discussion sure move before.
1565,4,30-11-2023,352.09,"Evans, Norman and Howe",4,Credit,Student language chance scene rock sort building need.
1566,3,24-11-2023,388.35,Mitchell-Marshall,9,Credit,Benefit meeting billion author yet hit another identify.
1567,3,26-07-2023,141.06,Sandoval PLC,8,Credit,Along hope third system seem number fill.
1568,6,08-01-2023,11.9,Rogers LLC,9,Debit,Each fact black alone.
1569,4,25-03-2023,486.06,"Caldwell, Smith and Long",10,Debit,Police either my require property central happen.
1570,1,23-01-2023,379.24,"Ramirez, Matthews and Williams",5,Credit,Ready stop whose art course.
1571,1,19-11-2023,34.3,Short Ltd,7,Credit,Action him tough through edge car win major.
1572,2,18-08-2023,444.21,Mckinney and Sons,7,Credit,Determine not rock both.
1573,3,15-07-2023,5.55,"Harris, Mcclain and Ramsey",8,Credit,House what society exist job radio lawyer.
1574,6,17-05-2023,410.26,"Griffin, Tate and Norton",9,Credit,Similar expect talk policy last.
1575,5,15-07-2023,285.04,"Hughes, Pratt and Nelson",4,Credit,Night we nation leader management travel.
1576,6,17-10-2023,499.62,Perry-Small,5,Debit,Fish agent strategy just girl though.
1577,6,21-12-2022,430.27,"Matthews, Powell and Daugherty",1,Credit,Maybe enter throw likely reason.
1578,1,28-02-2023,201.84,"Walsh, Schroeder and Carr",6,Credit,Soon hour federal possible each.
1579,3,19-03-2023,341.81,"Cortez, Martinez and Lopez",5,Debit,Chance suffer though fear large strategy story.
1580,4,29-11-2023,347.8,"Price, Contreras and Gomez",6,Credit,Edge run writer perform between.
1581,3,29-11-2023,335.15,Tanner Group,3,Debit,None but point just develop debate.
1582,5,15-09-2023,60.54,"Smith, Coleman and Donovan",6,Credit,Work after place bank recent couple parent public.
1583,4,25-08-2023,56.84,Duncan PLC,10,Debit,Over hundred project necessary federal.
1584,4,29-05-2023,68.28,Atkinson-Bennett,1,Credit,Eight poor back television his sure trip.
1585,3,05-07-2023,420.92,Tran Ltd,3,Debit,Better health catch design total strategy board specific.
1586,6,30-07-2023,112.67,"Weaver, Mayo and Martin",4,Debit,Could bank west answer science.
1587,6,16-04-2023,153.39,Gill-Lozano,7,Credit,Last apply third.
1588,3,18-11-2023,374.48,Walker PLC,10,Debit,President or hope look support describe.
1589,2,27-02-2023,392.01,Flores and Sons,7,Debit,Yard choose Democrat.
1590,5,03-09-2023,157.62,"Cook, Williams and Rivera",3,Credit,Difficult morning age big.
1591,1,24-02-2023,279.27,Howard-Lucas,7,Credit,Where huge under international.
1592,6,26-10-2023,194.84,Hartman-Rasmussen,5,Credit,Board push race surface under.
1593,1,03-07-2023,402.19,Thomas-Cox,7,Credit,High environment plan.
1594,3,17-01-2023,348.28,Lopez Inc,1,Credit,Close plant week operation.
1595,4,26-06-2023,367.98,Howard-Shah,8,Debit,Themselves station perform customer direction price positive late.
1596,5,27-01-2023,236.66,Reed Ltd,1,Credit,Official you near stock customer your.
1597,3,22-06-2023,208.3,"Schmidt, Cruz and Torres",4,Debit,All deal bed north free newspaper manage worry.
1598,6,17-09-2023,383.24,"Rodriguez, Dawson and Tucker",10,Debit,Send include leader.
1599,3,25-01-2023,58.92,Robinson Ltd,6,Debit,Final attention worry expert gun central ten.
1600,2,21-10-2023,398.45,Myers-Diaz,5,Credit,Trouble draw fish story.
1601,1,06-05-2023,135.84,"Anderson, Rosales and Flores",6,Debit,Score child majority information.
1602,5,28-01-2023,35.07,"Gaines, Dunn and Irwin",2,Debit,Message learn avoid mention serve.
1603,1,20-07-2023,343.66,"Bates, Jackson and Cook",4,Debit,You although represent expert number.
1604,4,14-11-2023,310.32,Hinton LLC,6,Credit,Old bank recently eat everything suffer clearly hand.
1605,6,18-05-2023,398.91,Brown PLC,9,Debit,Let some democratic.
1606,1,13-09-2023,419.62,"Middleton, Delgado and Webster",7,Debit,Better race fish word reality foreign technology.
1607,3,24-12-2022,195.08,Hutchinson LLC,5,Credit,Until range kitchen responsibility project.
1608,4,02-05-2023,469.19,"Rivers, Mitchell and Torres",10,Debit,Under hotel major night white respond.
1609,2,14-03-2023,388.55,Nelson-Wallace,8,Credit,Drive on board instead.
1610,4,27-09-2023,448.64,Chavez Inc,1,Debit,Worker same institution reality.
1611,6,29-11-2023,63.05,Moore PLC,10,Credit,Reduce improve half once sense.
1612,1,10-07-2023,306.42,Boyle Ltd,2,Debit,Suffer activity some life reflect heart.
1613,2,20-09-2023,260.6,"Rivera, Vance and Reed",6,Debit,Town realize during everything west anyone.
1614,2,09-07-2023,178.47,"Dawson, Mercer and Carlson",2,Credit,I one staff guy sea mean.
1615,5,10-05-2023,337.61,"Dunn, Graves and Mayo",9,Credit,Character ability risk onto level.
1616,6,01-09-2023,404.75,"Cruz, Mccarthy and Wallace",10,Credit,Executive day far culture brother present.
1617,1,04-05-2023,268.94,"Nichols, Stanley and Cross",8,Credit,Many executive build son.
